% Xfiducial, Yfiducial=(  9.14  86.36), ( 76.20  86.36), (143.26  86.36), (  9.14  50.80), (143.26  50.80), (  9.14  15.24), ( 76.20  15.24), (143.26  15.24) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control; 4=duplicate sample) 
1246,  71.12,  44.70,  1.02,  1.02, 0.000, 0.000, 0.750, 0.250, 0.000, 0.000, 0.000, 0.000, 0 
1247,  73.15,  44.70,  1.02,  1.02, 0.700, 0.000, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1248,  75.18,  44.70,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1249,  77.21,  44.70,  1.02,  1.02, 0.650, 0.050, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1250,  79.24,  44.70,  1.02,  1.02, 0.650, 0.000, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1251,  81.28,  44.70,  1.02,  1.02, 0.600, 0.100, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1252,  83.31,  44.70,  1.02,  1.02, 0.600, 0.050, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1253,  85.34,  44.70,  1.02,  1.02, 0.600, 0.000, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1254,  87.37,  44.70,  1.02,  1.02, 0.550, 0.150, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1255,  89.40,  44.70,  1.02,  1.02, 0.550, 0.100, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1256,  91.44,  44.70,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1257,  93.47,  44.70,  1.02,  1.02, 0.550, 0.050, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1258,  95.50,  44.70,  1.02,  1.02, 0.550, 0.000, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1259,  97.53,  44.70,  1.02,  1.02, 0.500, 0.200, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1260,  99.56,  44.70,  1.02,  1.02, 0.500, 0.150, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1261, 101.60,  44.70,  1.02,  1.02, 0.500, 0.100, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1262, 103.63,  44.70,  1.02,  1.02, 0.500, 0.050, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1263, 105.66,  44.70,  1.02,  1.02, 0.500, 0.000, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1264, 107.69,  44.70,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1265, 109.72,  44.70,  1.02,  1.02, 0.450, 0.250, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1266, 111.76,  44.70,  1.02,  1.02, 0.450, 0.200, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1267, 113.79,  44.70,  1.02,  1.02, 0.450, 0.150, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1268, 115.82,  44.70,  1.02,  1.02, 0.450, 0.100, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1269, 117.85,  44.70,  1.02,  1.02, 0.450, 0.050, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1270, 119.88,  44.70,  1.02,  1.02, 0.450, 0.000, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1271, 121.92,  44.70,  1.02,  1.02, 0.400, 0.300, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1272, 123.95,  44.70,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1273, 125.98,  44.70,  1.02,  1.02, 0.400, 0.250, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1274, 128.01,  44.70,  1.02,  1.02, 0.400, 0.200, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1275, 130.04,  44.70,  1.02,  1.02, 0.400, 0.150, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1276, 132.08,  44.70,  1.02,  1.02, 0.400, 0.100, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1277, 134.11,  44.70,  1.02,  1.02, 0.400, 0.050, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1278, 136.14,  44.70,  1.02,  1.02, 0.400, 0.000, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1279, 138.17,  44.70,  1.02,  1.02, 0.350, 0.350, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1280, 140.20,  44.70,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1281,  12.19,  42.67,  1.02,  1.02, 0.350, 0.300, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1282,  14.22,  42.67,  1.02,  1.02, 0.350, 0.250, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1283,  16.25,  42.67,  1.02,  1.02, 0.350, 0.200, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1284,  18.28,  42.67,  1.02,  1.02, 0.350, 0.150, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1285,  20.32,  42.67,  1.02,  1.02, 0.350, 0.100, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1286,  22.35,  42.67,  1.02,  1.02, 0.350, 0.050, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1287,  24.38,  42.67,  1.02,  1.02, 0.350, 0.000, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1288,  26.41,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1289,  28.44,  42.67,  1.02,  1.02, 0.300, 0.400, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1290,  30.48,  42.67,  1.02,  1.02, 0.300, 0.350, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1291,  32.51,  42.67,  1.02,  1.02, 0.300, 0.300, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1292,  34.54,  42.67,  1.02,  1.02, 0.300, 0.250, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1293,  36.57,  42.67,  1.02,  1.02, 0.300, 0.200, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1294,  38.60,  42.67,  1.02,  1.02, 0.300, 0.150, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1295,  40.64,  42.67,  1.02,  1.02, 0.300, 0.100, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1296,  42.67,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
1297,  44.70,  42.67,  1.02,  1.02, 0.300, 0.050, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1298,  46.73,  42.67,  1.02,  1.02, 0.300, 0.000, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1299,  48.76,  42.67,  1.02,  1.02, 0.250, 0.450, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1300,  50.80,  42.67,  1.02,  1.02, 0.250, 0.400, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1301,  52.83,  42.67,  1.02,  1.02, 0.250, 0.350, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1302,  54.86,  42.67,  1.02,  1.02, 0.250, 0.300, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1303,  56.89,  42.67,  1.02,  1.02, 0.250, 0.250, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1304,  58.92,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1305,  60.96,  42.67,  1.02,  1.02, 0.250, 0.200, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1306,  62.99,  42.67,  1.02,  1.02, 0.250, 0.150, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1307,  65.02,  42.67,  1.02,  1.02, 0.250, 0.100, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1308,  67.05,  42.67,  1.02,  1.02, 0.250, 0.050, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1309,  69.08,  42.67,  1.02,  1.02, 0.250, 0.000, 0.450, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1310,  71.12,  42.67,  1.02,  1.02, 0.200, 0.500, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1311,  73.15,  42.67,  1.02,  1.02, 0.200, 0.450, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1312,  75.18,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
1313,  77.21,  42.67,  1.02,  1.02, 0.200, 0.400, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1314,  79.24,  42.67,  1.02,  1.02, 0.200, 0.350, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1315,  81.28,  42.67,  1.02,  1.02, 0.200, 0.300, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1316,  83.31,  42.67,  1.02,  1.02, 0.200, 0.250, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1317,  85.34,  42.67,  1.02,  1.02, 0.200, 0.200, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1318,  87.37,  42.67,  1.02,  1.02, 0.200, 0.150, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1319,  89.40,  42.67,  1.02,  1.02, 0.200, 0.100, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1320,  91.44,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1321,  93.47,  42.67,  1.02,  1.02, 0.200, 0.050, 0.450, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1322,  95.50,  42.67,  1.02,  1.02, 0.200, 0.000, 0.500, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1323,  97.53,  42.67,  1.02,  1.02, 0.150, 0.550, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1324,  99.56,  42.67,  1.02,  1.02, 0.150, 0.500, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1325, 101.60,  42.67,  1.02,  1.02, 0.150, 0.450, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1326, 103.63,  42.67,  1.02,  1.02, 0.150, 0.400, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1327, 105.66,  42.67,  1.02,  1.02, 0.150, 0.350, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1328, 107.69,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
1329, 109.72,  42.67,  1.02,  1.02, 0.150, 0.300, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1330, 111.76,  42.67,  1.02,  1.02, 0.150, 0.250, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1331, 113.79,  42.67,  1.02,  1.02, 0.150, 0.200, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1332, 115.82,  42.67,  1.02,  1.02, 0.150, 0.150, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1333, 117.85,  42.67,  1.02,  1.02, 0.150, 0.100, 0.450, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1334, 119.88,  42.67,  1.02,  1.02, 0.150, 0.050, 0.500, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1335, 121.92,  42.67,  1.02,  1.02, 0.150, 0.000, 0.550, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1336, 123.95,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1337, 125.98,  42.67,  1.02,  1.02, 0.100, 0.600, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1338, 128.01,  42.67,  1.02,  1.02, 0.100, 0.550, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1339, 130.04,  42.67,  1.02,  1.02, 0.100, 0.500, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1340, 132.08,  42.67,  1.02,  1.02, 0.100, 0.450, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1341, 134.11,  42.67,  1.02,  1.02, 0.100, 0.400, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1342, 136.14,  42.67,  1.02,  1.02, 0.100, 0.350, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1343, 138.17,  42.67,  1.02,  1.02, 0.100, 0.300, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1344, 140.20,  42.67,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
1345,  12.19,  40.64,  1.02,  1.02, 0.100, 0.250, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1346,  14.22,  40.64,  1.02,  1.02, 0.100, 0.200, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1347,  16.25,  40.64,  1.02,  1.02, 0.100, 0.150, 0.450, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1348,  18.28,  40.64,  1.02,  1.02, 0.100, 0.100, 0.500, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1349,  20.32,  40.64,  1.02,  1.02, 0.100, 0.050, 0.550, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1350,  22.35,  40.64,  1.02,  1.02, 0.100, 0.000, 0.600, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1351,  24.38,  40.64,  1.02,  1.02, 0.050, 0.650, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1352,  26.41,  40.64,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1353,  28.44,  40.64,  1.02,  1.02, 0.050, 0.600, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1354,  30.48,  40.64,  1.02,  1.02, 0.050, 0.550, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1355,  32.51,  40.64,  1.02,  1.02, 0.050, 0.500, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1356,  34.54,  40.64,  1.02,  1.02, 0.050, 0.450, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1357,  36.57,  40.64,  1.02,  1.02, 0.050, 0.400, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1358,  38.60,  40.64,  1.02,  1.02, 0.050, 0.350, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1359,  40.64,  40.64,  1.02,  1.02, 0.050, 0.300, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1360,  42.67,  40.64,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1361,  44.70,  40.64,  1.02,  1.02, 0.050, 0.250, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1362,  46.73,  40.64,  1.02,  1.02, 0.050, 0.200, 0.450, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1363,  48.76,  40.64,  1.02,  1.02, 0.050, 0.150, 0.500, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1364,  50.80,  40.64,  1.02,  1.02, 0.050, 0.100, 0.550, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1365,  52.83,  40.64,  1.02,  1.02, 0.050, 0.050, 0.600, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1366,  54.86,  40.64,  1.02,  1.02, 0.050, 0.000, 0.650, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1367,  56.89,  40.64,  1.02,  1.02, 0.000, 0.700, 0.000, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1368,  58.92,  40.64,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1369,  60.96,  40.64,  1.02,  1.02, 0.000, 0.650, 0.050, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1370,  62.99,  40.64,  1.02,  1.02, 0.000, 0.600, 0.100, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1371,  65.02,  40.64,  1.02,  1.02, 0.000, 0.550, 0.150, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1372,  67.05,  40.64,  1.02,  1.02, 0.000, 0.500, 0.200, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1373,  69.08,  40.64,  1.02,  1.02, 0.000, 0.450, 0.250, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1374,  71.12,  40.64,  1.02,  1.02, 0.000, 0.400, 0.300, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1375,  73.15,  40.64,  1.02,  1.02, 0.000, 0.350, 0.350, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1376,  75.18,  40.64,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1377,  77.21,  40.64,  1.02,  1.02, 0.000, 0.300, 0.400, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1378,  79.24,  40.64,  1.02,  1.02, 0.000, 0.250, 0.450, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1379,  81.28,  40.64,  1.02,  1.02, 0.000, 0.200, 0.500, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1380,  83.31,  40.64,  1.02,  1.02, 0.000, 0.150, 0.550, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1381,  85.34,  40.64,  1.02,  1.02, 0.000, 0.100, 0.600, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1382,  87.37,  40.64,  1.02,  1.02, 0.000, 0.050, 0.650, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1383,  89.40,  40.64,  1.02,  1.02, 0.000, 0.000, 0.700, 0.300, 0.000, 0.000, 0.000, 0.000, 0 
1384,  91.44,  40.64,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1385,  93.47,  40.64,  1.02,  1.02, 0.650, 0.000, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1386,  95.50,  40.64,  1.02,  1.02, 0.600, 0.050, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1387,  97.53,  40.64,  1.02,  1.02, 0.600, 0.000, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1388,  99.56,  40.64,  1.02,  1.02, 0.550, 0.100, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1389, 101.60,  40.64,  1.02,  1.02, 0.550, 0.050, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1390, 103.63,  40.64,  1.02,  1.02, 0.550, 0.000, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1391, 105.66,  40.64,  1.02,  1.02, 0.500, 0.150, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1392, 107.69,  40.64,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1393, 109.72,  40.64,  1.02,  1.02, 0.500, 0.100, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1394, 111.76,  40.64,  1.02,  1.02, 0.500, 0.050, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1395, 113.79,  40.64,  1.02,  1.02, 0.500, 0.000, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1396, 115.82,  40.64,  1.02,  1.02, 0.450, 0.200, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1397, 117.85,  40.64,  1.02,  1.02, 0.450, 0.150, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1398, 119.88,  40.64,  1.02,  1.02, 0.450, 0.100, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1399, 121.92,  40.64,  1.02,  1.02, 0.450, 0.050, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1400, 123.95,  40.64,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
1401, 125.98,  40.64,  1.02,  1.02, 0.450, 0.000, 0.200, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1402, 128.01,  40.64,  1.02,  1.02, 0.400, 0.250, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1403, 130.04,  40.64,  1.02,  1.02, 0.400, 0.200, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1404, 132.08,  40.64,  1.02,  1.02, 0.400, 0.150, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1405, 134.11,  40.64,  1.02,  1.02, 0.400, 0.100, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1406, 136.14,  40.64,  1.02,  1.02, 0.400, 0.050, 0.200, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1407, 138.17,  40.64,  1.02,  1.02, 0.400, 0.000, 0.250, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1408, 140.20,  40.64,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1409,  12.19,  38.61,  1.02,  1.02, 0.350, 0.300, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1410,  14.22,  38.61,  1.02,  1.02, 0.350, 0.250, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1411,  16.25,  38.61,  1.02,  1.02, 0.350, 0.200, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1412,  18.28,  38.61,  1.02,  1.02, 0.350, 0.150, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1413,  20.32,  38.61,  1.02,  1.02, 0.350, 0.100, 0.200, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1414,  22.35,  38.61,  1.02,  1.02, 0.350, 0.050, 0.250, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1415,  24.38,  38.61,  1.02,  1.02, 0.350, 0.000, 0.300, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1416,  26.41,  38.61,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1417,  28.44,  38.61,  1.02,  1.02, 0.300, 0.350, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1418,  30.48,  38.61,  1.02,  1.02, 0.300, 0.300, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1419,  32.51,  38.61,  1.02,  1.02, 0.300, 0.250, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1420,  34.54,  38.61,  1.02,  1.02, 0.300, 0.200, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1421,  36.57,  38.61,  1.02,  1.02, 0.300, 0.150, 0.200, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1422,  38.60,  38.61,  1.02,  1.02, 0.300, 0.100, 0.250, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1423,  40.64,  38.61,  1.02,  1.02, 0.300, 0.050, 0.300, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1424,  42.67,  38.61,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
1425,  44.70,  38.61,  1.02,  1.02, 0.300, 0.000, 0.350, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1426,  46.73,  38.61,  1.02,  1.02, 0.250, 0.400, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1427,  48.76,  38.61,  1.02,  1.02, 0.250, 0.350, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1428,  50.80,  38.61,  1.02,  1.02, 0.250, 0.300, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1429,  52.83,  38.61,  1.02,  1.02, 0.250, 0.250, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1430,  54.86,  38.61,  1.02,  1.02, 0.250, 0.200, 0.200, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1431,  56.89,  38.61,  1.02,  1.02, 0.250, 0.150, 0.250, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1432,  58.92,  38.61,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1433,  60.96,  38.61,  1.02,  1.02, 0.250, 0.100, 0.300, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1434,  62.99,  38.61,  1.02,  1.02, 0.250, 0.050, 0.350, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1435,  65.02,  38.61,  1.02,  1.02, 0.250, 0.000, 0.400, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1436,  67.05,  38.61,  1.02,  1.02, 0.200, 0.450, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1437,  69.08,  38.61,  1.02,  1.02, 0.200, 0.400, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1438,  71.12,  38.61,  1.02,  1.02, 0.200, 0.350, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1439,  73.15,  38.61,  1.02,  1.02, 0.200, 0.300, 0.150, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1440,  75.18,  38.61,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
1441,  77.21,  38.61,  1.02,  1.02, 0.200, 0.250, 0.200, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1442,  79.24,  38.61,  1.02,  1.02, 0.200, 0.200, 0.250, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1443,  81.28,  38.61,  1.02,  1.02, 0.200, 0.150, 0.300, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1444,  83.31,  38.61,  1.02,  1.02, 0.200, 0.100, 0.350, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1445,  85.34,  38.61,  1.02,  1.02, 0.200, 0.050, 0.400, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1446,  87.37,  38.61,  1.02,  1.02, 0.200, 0.000, 0.450, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1447,  89.40,  38.61,  1.02,  1.02, 0.150, 0.500, 0.000, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1448,  91.44,  38.61,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1449,  93.47,  38.61,  1.02,  1.02, 0.150, 0.450, 0.050, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
1450,  95.50,  38.61,  1.02,  1.02, 0.150, 0.400, 0.100, 0.350, 0.000, 0.000, 0.000, 0.000, 0 
